trialnr	stimulus
1	c1-7.wav
2	c6-3.wav
3	c5-8-2.wav
4	c6-9-4.wav
5	c6-4-3-9.wav
6	c7-2-8-6.wav
7	c7-5-8-3-6.wav
8	c4-2-7-3-1.wav
9	c3-9-2-4-8-7.wav
10	c6-1-9-4-7-3.wav
11	c4-1-7-9-3-8-6.wav
12	c5-9-1-7-4-2-8.wav
13	c3-8-2-9-5-1-7-4.wav
14	c5-8-1-9-2-6-4-7.wav
15	c2-7-5-8-6-2-5-8-4.wav
16	c7-1-3-9-4-2-5-6-8.wav
